customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7807-XXXXX,Male,1,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card,118.87,356.61,No
6871-XXXXX,Female,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,67.67,67.67,No
3379-XXXXX,Female,1,Yes,Yes,44,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,36.44,1603.36,No
2520-XXXXX,Female,1,No,No,71,Yes,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer,101.13,7180.23,No
5977-XXXXX,Male,1,No,No,51,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,82.99,4232.49,No
7592-XXXXX,Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,59.66,298.3,No
1029-XXXXX,Female,1,No,Yes,5,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.45,382.25,Yes
2207-XXXXX,Female,0,No,Yes,36,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,113.43,4083.48,No
3132-XXXXX,Male,0,No,No,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,104.97,4408.74,No
7926-XXXXX,Male,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.71,249.81,Yes
3517-XXXXX,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,79.62,4140.24,Yes
6084-XXXXX,Female,0,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,109.71,7021.44,No
4067-XXXXX,Female,1,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,71.86,3233.7,Yes
7730-XXXXX,Female,1,No,No,61,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer,27.66,1687.26,No
6582-XXXXX,Female,1,No,No,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,55.05,2257.05,No
2851-XXXXX,Female,0,Yes,Yes,10,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card,105.49,1054.9,No
3853-XXXXX,Male,0,Yes,No,40,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,94.01,3760.4,No
5800-XXXXX,Female,1,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,53.12,159.36,Yes
1760-XXXXX,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,74.18,370.9,Yes
8128-XXXXX,Female,1,No,No,40,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,119.75,4790.0,No
7684-XXXXX,Male,0,Yes,No,22,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,46.43,1021.46,Yes
7039-XXXXX,Female,1,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.5,4530.0,Yes
2910-XXXXX,Female,1,Yes,Yes,55,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,109.63,6029.65,No
9571-XXXXX,Female,0,No,No,61,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,70.66,4310.26,No
5240-XXXXX,Male,1,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,84.69,2371.32,No
8924-XXXXX,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,72.15,72.15,No
3017-XXXXX,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,36.46,656.28,No
3166-XXXXX,Female,1,No,Yes,69,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,115.28,7954.32,No
7581-XXXXX,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,87.58,3328.04,No
1209-XXXXX,Male,0,No,Yes,38,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,77.99,2963.62,No
4469-XXXXX,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,82.44,3297.6,No
2866-XXXXX,Male,1,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,114.09,1483.17,Yes
6714-XXXXX,Male,1,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,73.91,2882.49,No
4689-XXXXX,Male,1,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,43.8,1445.4,No
2024-XXXXX,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,117.17,4100.95,No
3393-XXXXX,Male,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.09,190.45,No
1453-XXXXX,Male,1,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,93.08,6143.28,No
5712-XXXXX,Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.82,558.74,No
4717-XXXXX,Female,1,Yes,No,69,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,48.61,3354.09,Yes
9107-XXXXX,Male,0,No,Yes,32,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,100.88,3228.16,No
6030-XXXXX,Female,0,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,91.31,3195.85,Yes
9779-XXXXX,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,101.42,3752.54,No
5920-XXXXX,Male,0,No,No,9,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer,35.39,318.51,No
5470-XXXXX,Male,1,Yes,Yes,65,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,83.52,5428.8,No
5296-XXXXX,Female,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,54.89,1701.59,Yes
3112-XXXXX,Male,1,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,28.69,975.46,No
8689-XXXXX,Male,1,Yes,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card,87.79,965.69,No
9832-XXXXX,Female,0,Yes,Yes,28,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.21,1265.88,No
8037-XXXXX,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,68.58,4251.96,No
8985-XXXXX,Male,0,Yes,Yes,61,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card,59.27,3615.47,No
8779-XXXXX,Female,1,Yes,Yes,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,103.96,3846.52,No
2245-XXXXX,Male,0,No,No,42,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,95.19,3997.98,No
1705-XXXXX,Male,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,116.63,5364.98,No
6774-XXXXX,Female,1,No,No,3,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,100.96,302.88,No
9607-XXXXX,Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,62.42,2496.8,No
4516-XXXXX,Female,1,Yes,No,33,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.26,1295.58,No
8623-XXXXX,Female,1,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.21,2410.08,No
9270-XXXXX,Male,1,No,Yes,71,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card,24.61,1747.31,No
2269-XXXXX,Female,1,No,Yes,30,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,24.06,721.8,No
7323-XXXXX,Male,1,Yes,No,32,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,57.96,1854.72,No
4004-XXXXX,Male,0,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.33,1925.49,No
2493-XXXXX,Female,0,No,No,62,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,114.66,7108.92,Yes
2673-XXXXX,Male,1,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.81,2184.41,No
2020-XXXXX,Male,1,Yes,No,44,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,88.67,3901.48,No
5462-XXXXX,Male,1,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,73.5,2425.5,No
1533-XXXXX,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,22.64,860.32,Yes
3729-XXXXX,Male,1,No,Yes,18,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,48.25,868.5,Yes
2811-XXXXX,Female,1,No,Yes,64,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,112.79,7218.56,No
2527-XXXXX,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,36.03,2450.04,No
9787-XXXXX,Male,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.07,576.84,Yes
7554-XXXXX,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,77.34,232.02,No
9623-XXXXX,Female,1,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card,38.03,456.36,No
7117-XXXXX,Male,1,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,40.54,2108.08,No
8528-XXXXX,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.19,1141.98,No
5734-XXXXX,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.36,277.68,No
9534-XXXXX,Male,1,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,63.64,3436.56,No
1338-XXXXX,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,82.85,1242.75,No
1986-XXXXX,Male,1,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.21,1890.83,No
8789-XXXXX,Female,0,No,Yes,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,37.72,716.68,No
5911-XXXXX,Female,1,No,Yes,29,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.62,2685.98,Yes
9784-XXXXX,Female,0,No,No,49,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,67.63,3313.87,No
4559-XXXXX,Male,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,54.31,3856.01,Yes
7483-XXXXX,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,69.76,348.8,Yes
2349-XXXXX,Male,0,No,Yes,39,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.28,1180.92,No
1924-XXXXX,Female,1,Yes,Yes,36,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,28.22,1015.92,Yes
4968-XXXXX,Female,1,Yes,No,52,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer,39.22,2039.44,No
8020-XXXXX,Male,1,No,Yes,10,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,47.8,478.0,Yes
5452-XXXXX,Male,0,No,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,86.42,1123.46,No
5357-XXXXX,Female,0,No,No,14,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,113.98,1595.72,No
8668-XXXXX,Female,1,No,Yes,59,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,21.79,1285.61,No
3830-XXXXX,Male,1,Yes,Yes,36,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,32.9,1184.4,No
1879-XXXXX,Male,0,No,Yes,31,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer,76.36,2367.16,No
1496-XXXXX,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,66.21,1655.25,No
3248-XXXXX,Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,43.13,172.52,No
4436-XXXXX,Male,0,No,Yes,53,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,54.91,2910.23,No
8151-XXXXX,Female,0,Yes,No,19,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,49.93,948.67,No
3619-XXXXX,Male,1,Yes,Yes,21,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,97.33,2043.93,Yes
3152-XXXXX,Female,1,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,30.16,331.76,No
3168-XXXXX,Female,1,No,Yes,12,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,59.7,716.4,Yes
1463-XXXXX,Male,0,No,Yes,65,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.97,6433.05,No
7557-XXXXX,Female,1,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,111.1,5110.6,No
3008-XXXXX,Female,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,54.23,162.69,No
9645-XXXXX,Female,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.47,912.34,No
1967-XXXXX,Female,0,No,No,32,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,26.82,858.24,No
3926-XXXXX,Female,0,No,No,4,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.76,163.04,No
9266-XXXXX,Female,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.97,2882.07,No
4851-XXXXX,Male,1,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,32.37,2233.53,No
6591-XXXXX,Male,1,No,No,17,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card,50.76,862.92,No
5702-XXXXX,Male,1,No,Yes,69,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,87.77,6056.13,No
6104-XXXXX,Male,1,No,Yes,30,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,56.38,1691.4,No
1927-XXXXX,Female,0,Yes,Yes,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,92.2,1751.8,Yes
7500-XXXXX,Male,1,Yes,Yes,68,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card,66.97,4553.96,No
1476-XXXXX,Female,1,No,Yes,64,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,61.88,3960.32,No
8290-XXXXX,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,82.07,5088.34,No
9989-XXXXX,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,29.42,1382.74,No
1503-XXXXX,Male,0,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,85.84,3862.8,No
2852-XXXXX,Male,1,Yes,Yes,23,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,111.25,2558.75,No
1997-XXXXX,Male,1,Yes,Yes,22,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,58.16,1279.52,No
3742-XXXXX,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,21.45,686.4,No
1880-XXXXX,Female,0,No,No,29,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,69.93,2027.97,No
5481-XXXXX,Male,0,Yes,Yes,58,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,37.31,2163.98,No
3714-XXXXX,Male,1,Yes,Yes,48,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer,24.71,1186.08,No
3921-XXXXX,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,93.95,657.65,No
4966-XXXXX,Female,1,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,60.26,3736.12,No
8984-XXXXX,Male,0,Yes,No,30,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,36.01,1080.3,No
5916-XXXXX,Male,1,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,55.85,279.25,No
5083-XXXXX,Male,1,Yes,Yes,69,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,34.58,2386.02,No
3679-XXXXX,Male,1,Yes,No,31,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,101.64,3150.84,No
9658-XXXXX,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,74.17,148.34,Yes
7154-XXXXX,Male,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,65.59,852.67,No
7122-XXXXX,Male,1,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,86.78,5727.48,Yes
2129-XXXXX,Female,1,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,48.55,1407.95,No
1452-XXXXX,Male,0,No,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,21.39,1112.28,No
5832-XXXXX,Male,1,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.45,1973.55,No
1115-XXXXX,Male,1,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.89,251.67,Yes
7222-XXXXX,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,110.62,7854.02,No
2325-XXXXX,Male,0,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,113.92,7860.48,No
4699-XXXXX,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,72.15,2597.4,No
2881-XXXXX,Female,1,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,67.68,2774.88,No
6067-XXXXX,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,23.03,621.81,No
5147-XXXXX,Female,1,No,No,20,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,75.35,1507.0,No
7363-XXXXX,Female,0,Yes,Yes,50,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,117.86,5893.0,No
5318-XXXXX,Male,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,44.46,177.84,Yes
1654-XXXXX,Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,114.39,7778.52,Yes
3824-XXXXX,Male,1,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,52.98,1536.42,No
9793-XXXXX,Male,1,Yes,Yes,36,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,57.36,2064.96,No
1296-XXXXX,Female,0,No,No,17,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,76.1,1293.7,No
2189-XXXXX,Male,1,No,Yes,37,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,100.24,3708.88,No
1206-XXXXX,Male,1,Yes,No,45,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,78.44,3529.8,No
1377-XXXXX,Female,1,Yes,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,59.4,59.4,No
3073-XXXXX,Female,0,No,No,55,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,46.91,2580.05,No
7329-XXXXX,Male,0,No,No,58,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card,113.46,6580.68,No
8667-XXXXX,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,77.92,4129.76,No
6549-XXXXX,Female,0,Yes,Yes,40,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.58,4463.2,Yes
5558-XXXXX,Male,1,No,Yes,52,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,95.07,4943.64,Yes
3463-XXXXX,Female,1,No,No,57,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,57.29,3265.53,No
8104-XXXXX,Male,0,No,No,49,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer,86.69,4247.81,No
9286-XXXXX,Male,1,Yes,No,55,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,108.13,5947.15,No
5359-XXXXX,Female,1,Yes,No,62,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer,63.17,3916.54,No
5768-XXXXX,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,88.87,88.87,No
4765-XXXXX,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,24.71,988.4,Yes
4546-XXXXX,Female,1,No,Yes,49,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card,43.78,2145.22,No
8485-XXXXX,Female,1,No,Yes,23,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,61.07,1404.61,Yes
9426-XXXXX,Female,0,No,Yes,55,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,21.24,1168.2,No
8149-XXXXX,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,35.26,35.26,No
5287-XXXXX,Male,1,No,Yes,39,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card,41.79,1629.81,No
4591-XXXXX,Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,91.07,4371.36,Yes
5863-XXXXX,Female,1,No,Yes,5,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card,104.61,523.05,No
2698-XXXXX,Male,0,Yes,No,41,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,113.23,4642.43,No
4298-XXXXX,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,53.24,2715.24,No
3412-XXXXX,Male,0,No,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,61.96,4089.36,No
